Ensino Médio Estadual,3.1,3.2,3.3,3.6,3.9,4.4,4.6,4.9
Ensino Médio Privado,5.6,5.7,5.8,6.0,6.3,6.7,6.8,7.0
Ensino Médio Público,3.1,3.2,3.4,3.6,4.0,4.4,4.7,4.9
