Fundamental 1 Estadual,3.9,4.3,4.9,5.1,5.4,5.8,6.0
Fundamental 1 Municipal,3.4,4.0,4.4,4.7,4.9,5.3,5.6
Fundamental 1 Privado,5.9,6.0,6.4,6.5,6.7,6.8,7.1
Fundamental 1 Público,3.6,4.0,4.4,4.7,4.9,5.3,5.5
