Ensino Médio Estadual,3.0,3.2,3.4,3.4,3.4,3.5,3.5
Ensino Médio Privado,5.6,5.6,5.6,5.7,5.4,5.3,5.8
Ensino Médio Público,3.1,3.2,3.4,3.4,3.4,3.5,3.5
